snapped_at,price,market_cap,total_volume
2019-11-19 00:00:00 UTC,1.000650588888066,1437645.8836350194,872764.2021398307
2019-11-20 00:00:00 UTC,0.9954110116644869,6945898.406513857,4841468.5490625035
2019-11-21 00:00:00 UTC,0.9915908692454622,8989928.0137391,1007819.5278591164
2019-11-22 00:00:00 UTC,0.9911021228250846,12494872.076604953,3679539.548076001
2019-11-23 00:00:00 UTC,0.9928500446120052,14391748.486608919,7201905.087479217
2019-11-24 00:00:00 UTC,0.9821199130342257,14697564.657745376,2071655.1111188007
2019-11-25 00:00:00 UTC,0.927535960047834,13934943.346314434,836399.0027745706
2019-11-26 00:00:00 UTC,0.9888113589915057,16428649.463907203,3671209.942193888
2019-11-27 00:00:00 UTC,0.9477039994203292,15787652.136815354,897874.3237497372
2019-11-28 00:00:00 UTC,0.9797532303288976,15754951.873730391,2005150.804457474
2019-11-29 00:00:00 UTC,0.9736842827784653,17766421.873473242,1759859.2756764512
2019-11-30 00:00:00 UTC,0.9823796549629766,19067967.22768785,1436978.7356604622
2019-12-01 00:00:00 UTC,0.947958034819108,19116829.497572385,651692.5755483737
2019-12-02 00:00:00 UTC,0.9692867758753012,21270234.563937634,1149947.991171052
2019-12-03 00:00:00 UTC,0.9931722472225812,38514746.91648468,818646.2523035532
2019-12-04 00:00:00 UTC,0.9762196669646119,44117485.146808125,1887706.8627085781
2019-12-05 00:00:00 UTC,0.978063576046384,44886458.61735102,2453374.971828814
2019-12-06 00:00:00 UTC,0.9766388581510979,44188406.22736558,1977848.0357278797
2019-12-07 00:00:00 UTC,0.9726688641283181,45391888.53901079,1443318.7343332556
2019-12-08 00:00:00 UTC,0.9687596124111794,43444916.85219919,1271166.6818732582
2019-12-09 00:00:00 UTC,0.9757126757054998,44686580.56870687,2284894.4595282935
2019-12-10 00:00:00 UTC,0.9743668145439941,43778795.94907159,1534918.4176092234
2019-12-11 00:00:00 UTC,0.9734734853699696,43609646.342096776,2082162.2457790365
2019-12-12 00:00:00 UTC,1.0000402732386735,45574452.93901587,2090124.0980966105
2019-12-13 00:00:00 UTC,0.9990270572914369,46033530.19020713,1867357.013060077
2019-12-14 00:00:00 UTC,1.004506003321739,46718171.34740256,1798362.05988889
2019-12-15 00:00:00 UTC,0.9990879396642474,46326305.22269202,975343.3900797946
2019-12-16 00:00:00 UTC,0.9953315678455207,46347768.93292016,957532.317483498
2019-12-17 00:00:00 UTC,1.0041174272867668,49236345.7379027,3879180.875625977
2019-12-18 00:00:00 UTC,1.0035311834668825,48052481.54799645,7233458.315494598
2019-12-19 00:00:00 UTC,1.001236941108159,47881989.88029857,6198504.735420286
2019-12-20 00:00:00 UTC,1.0001195264392,49258774.42647197,3429995.3243701984
2019-12-21 00:00:00 UTC,0.9972592645057585,43779851.32934509,2388440.3057888565
2019-12-22 00:00:00 UTC,0.9657993233443855,42462708.54012666,1500841.0057786622
2019-12-23 00:00:00 UTC,0.9830352782570829,43319642.212579764,1937175.8553383646
2019-12-24 00:00:00 UTC,0.983442785117267,43197962.1501458,3499497.733099163
2019-12-25 00:00:00 UTC,0.9790040930548111,42876969.875245765,2248938.1501088548
2019-12-26 00:00:00 UTC,0.9727306129325239,42013812.036031455,1738527.803403037
2019-12-27 00:00:00 UTC,0.9742495283691849,41216496.643668175,1826210.4349343437
2019-12-28 00:00:00 UTC,0.9744770865407593,41140003.28390296,1753946.8315831083
2019-12-29 00:00:00 UTC,0.9720845376983497,41312458.13496491,1733528.0714703307
2019-12-30 00:00:00 UTC,0.9845264335517296,42217539.83942108,3835350.372952979
